query_id	query_text	class_label
val-518	how much money is in my bank accounts	balance
val-519	can you tell me how much money i have i my bank accounts	balance
val-520	please double check my reservations for six at mani	confirm_reservation
val-521	confirm my johnny rockets reservation for this evening	confirm_reservation
val-522	confirm four for my reservation at fiji	confirm_reservation
val-523	make sure my flower bar reservation is scheduled for tomorrow	confirm_reservation
val-524	please double check on my reservations for buffalo wild wings at five for the game	confirm_reservation
val-525	i would like to try and confirm that i have a reservation at applebee's for kristen	confirm_reservation
val-526	i would like to try and confirm that i have a reservation at chili's for bart	confirm_reservation
val-527	i would like to try and confirm that i have a reservation at longhorn for justin	confirm_reservation
val-528	i would like to try and confirm that i have a reservation at outback for josh	confirm_reservation
val-529	i would like to try and confirm that i have a reservation at carrabbas for heather	confirm_reservation
val-530	i want to confirm friday's reservation at 2:00	confirm_reservation
val-531	confirm my friday reservation at 2:00	confirm_reservation
val-532	i am here to conform my friday reservation at 2:00	confirm_reservation
val-533	you know the reservation i have on 2:00 friday i confirm it	confirm_reservation
val-534	i'd like to confirm the 2:00 reservation for friday	confirm_reservation
val-535	check to see if i am still booked to be eating at gusto handcrafted pasta & pizza at 6:30 pm	confirm_reservation
val-536	is my dinner reservation for gusto handcrafted pasta & pizza at 6:30 pm still valid	confirm_reservation
val-537	please call gusto handcrafted pasta & pizza and ask them about the status of my reservation for 6:30 pm	confirm_reservation
val-538	will you check to see if i am still reserved for 6:30 pm at gusto handcrafted pasta & pizza	confirm_reservation
val-539	please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm	confirm_reservation
val-540	may you stop a paymet on my account	freeze_account
val-541	how we stop my account	freeze_account
val-542	can you place a stop on my account	freeze_account
val-543	can we stop my bank account	freeze_account
val-544	please put a block on my capital one account immediately	freeze_account
val-545	please put a block on my discover account immediately	freeze_account
val-546	please put a block on my regions account immediately	freeze_account
val-547	please put a block on my wells fargo account immediately	freeze_account
val-548	please put a block on my us bank account immediately	freeze_account
val-549	i need you to act swiftly and freeze all activity on my capital one checking	freeze_account
val-550	place a hold on my chase money market market account at once	freeze_account
val-551	i need to block all transactions from going through on my citi checking account straight away	freeze_account
val-552	please immediately block my navy federal credit union account	freeze_account
val-553	can you initiate a block on my bank of america checking asap	freeze_account
val-554	i need my savings account placed under a block as soon as possible	freeze_account
val-555	please put a hold on my retirement account right now	freeze_account
val-556	i need a block placed right away on my joint checking account	freeze_account
val-557	i want a block placed on my checking account right away	freeze_account
val-558	i want a block placed on my college fund account immediately	freeze_account
val-559	can you please freeze my account	freeze_account
val-560	will my 401k rollover	rollover_401k
val-561	will my 401k carryover	rollover_401k
val-562	will my 401k carryover or not	rollover_401k
val-563	can my 401k rollover or not	rollover_401k
val-564	could my 401k be rolled over	rollover_401k
val-565	can the 401k i have be rolled over	rollover_401k
val-566	is there a way to roll over my 401k	rollover_401k
val-567	is it possible to rollover my 401k	rollover_401k
val-568	am i able to rollover my 401k	rollover_401k
val-569	how should i rollover my 401k	rollover_401k
val-570	i need help with my 401k rollover because i just got a new job	rollover_401k
val-571	how do i do a 401k rollover when switching to a new job	rollover_401k
val-572	due to getting a new job i need assistance with my 401k rollover	rollover_401k
val-573	i'm at a new job and i need to do a 401k rollover, how do i do this	rollover_401k
val-574	what are you suppose to do with a 401k rollover when getting a new job	rollover_401k
val-575	how do i rollover my 401k	rollover_401k
val-576	rolling over my 401k help	rollover_401k
val-577	assistance in rolling over my 401k	rollover_401k
val-578	401k rollover help	rollover_401k
val-579	rollover my 401k assistance	rollover_401k
val-580	who is your designer	who_made_you
val-581	what company is responsible for your design	who_made_you
val-582	who is responsible for your design	who_made_you
val-583	what firm is responsible for your design	who_made_you
val-584	who were you created by	who_made_you
val-585	what is the company that made you	who_made_you
val-586	who are you manufactured by	who_made_you
val-587	who is your manufacturer	who_made_you
val-588	who makes you	who_made_you
val-589	what organization manufactures you	who_made_you
val-590	who's your creator	who_made_you
val-591	what manufactures you	who_made_you
val-592	who is the person responsible for creating you	who_made_you
val-593	who brought you into existence	who_made_you
val-594	who formed thou	who_made_you
val-595	who conjured you	who_made_you
val-596	who programmed you	who_made_you
val-597	where were you programmed	who_made_you
val-598	what company designed you	who_made_you
val-599	who or what programmed you, do you know	who_made_you
val-600	whats the travel time to redmond right now	distance
val-601	travel time to bend, oregon	distance
val-602	how long will the trip to portland be	distance
val-603	how long is it going to take me to get to bellevue	distance
val-604	how long will it take to get to tacoma	distance
val-605	how long is the drive to the closest gas station	distance
val-606	how much time to drive to the closest bank	distance
val-607	can you tell me the drive time to the nearest gas station	distance
val-608	i need to know how long it will take me to get to the bank	distance
val-609	how long will it take for me to get to the gas station	distance
val-610	what is the remaining time until we are at our destination	distance
val-611	how many miles away am i from madison square garden	distance
val-612	how long would it take to get to chicago by bus	distance
